sample_id,cre.umol,cre.umol.mgprot
D1-A1-183,3.6963585883169325,NA
D1-A2-68,7.5566658919914715,NA
D1-A3-8,2.680497190713277,NA
D1-A4-131,9.764963956538915,NA
D1-B2-2,0.31098998386948495,0.02638998908186253
D1-B4-32,4.17564742146298,0.32461217527621244
D1-C2-184,4.764182691412979,0.3176465036734259
D1-C3-114,5.307475070372253,0.18642386222581708
D1-D2-54,2.872484747801031,NA
D1-D3-95,0.018043950217306925,NA
D2-A1-79,1.1650103648112626,NA
D2-A3-188,1.273439981010411,NA
D2-A4-139,3.098317770100173,NA
D2-B1-91,10.53266374317891,1.6410542182140662
D2-B2-30,6.163267878059082,0.25025919188246387
D2-B3-103,4.362055716428593,0.30147830093747957
D2-B4-100,9.91428632980984,0.35017147709310725
D2-C1-36,5.99212933972164,0.26301792876570385
D2-C2-15,1.5502685624857422,0.08507172675285599
D2-C3-128,2.40816127427635,0.13615782707698862
D2-C4-145,2.6527318710460683,0.23746984399243778
D2-D1-196,8.565033069608484,NA
D2-D2-194,0.43942092327026977,NA
D2-D3-23,4.6467253300171985,NA
D2-D4-5,2.4489230404046367,NA
D4-A1-161,1.9473711140658165,NA
D4-A2-60,2.01552830738276,NA
D4-A4-163,2.6097083349266463,NA
D4-B1-137,3.429089510404144,0.10186201957243936
D4-B4-70,8.528251544920602,0.6684933155776097
D4-C1-65,19.37456780938255,0.8007972344472667
D4-C2-1,1.2848489469657094,0.06114730039022015
D4-C3-185,2.3775678057242193,0.18330724337657628
D4-C4-110,3.847148991326103,0.20665683701816376
D4-D1-123,1.8372114862414415,NA
D4-D3-119,5.0012936887239325,NA
D4-D4-90,7.268004496786502,NA
D5-A1-39,13.39931878714678,NA
D5-A2-167,5.9384250824280596,NA
D5-B1-108,3.662644114049033,0.13114230039158306
D5-B2-11,2.5521432869601957,0.1779662566959136
D5-B3-64,6.22799966865345,0.39806831324020564
D5-B4-53,3.4097855570397835,0.14247280988792563
D5-C1-7,3.4159736131755363,0.15270133718878412
D5-C2-121,5.7919193178661015,0.32300798322429436
D5-C3-168,14.274731485380741,0.9758144968435695
D5-D1-136,4.02405173802496,NA
D5-D2-87,2.043490113465202,NA
D5-D3-166,3.3821281479641456,NA
G1-A1-176,5.883503237107257,NA
G1-A2-124,1.1861522403924227,NA
G1-A3-190,4.264468687290959,NA
G1-A4-126,2.1950087612555187,NA
G1-B1-26,1.6709008848930782,0.4179341707554121
G1-B2-152,3.131662351889523,0.25464597389947186
G1-B3-24,1.8638131731772103,0.29946991193614914
G1-C1-118,3.1744469864738836,0.4014106316874103
G1-C2-50,3.698805304547345,0.29855488138874586
G1-C3-125,4.438566365456811,0.34072637552398055
G1-D1-22,0.7812201968750304,NA
G1-D2-13,6.122147759628204,NA
G1-D3-82,0.8624932874205826,NA
G1-D4-78,1.586136896153204,NA
G2-A2-73,2.188026964866877,NA
G2-A4-193,0.9088343156710096,NA
G2-B1-106,2.4429083903321995,0.38725450265634775
G2-B2-153,3.143984508865243,0.26507893021741386
G2-B3-109,3.9574820252137943,0.41477510409673735
G2-C1-84,5.733310087935743,0.8147869401366653
G2-C2-157,3.199831085382424,0.32546195351744783
G2-C3-172,1.2206064996174253,0.18719604182402383
G2-C4-57,6.610942141041006,0.5847075336741226
G2-D3-177,0.780110519439377,NA
G2-D4-34,1.4448289610588732,NA
G4-A1-154,1.4589350849556053,NA
G4-A4-151,1.0504351075961895,NA
G4-B1-17,4.179639203079342,0.19109948781347633
G4-B3-155,1.4062210543301503,0.17573378355429853
G4-B4-12,2.4562092338000845,0.3346006036484816
G4-C1-162,2.9208601846834905,0.23213168259897055
G4-C2-42,2.123719022046846,0.3413435608797948
G4-C3-72,7.683301324295286,2.188898649276349
G4-C4-134,1.597958169706883,0.18700566271654717
G4-D1-6,1.5049177609034388,NA
G4-D2-189,5.573330073842577,NA
G4-D3-138,1.7421482089819234,NA
G4-D4-40,2.2297789576632865,NA
G5-A1-107,1.9456526426165488,NA
G5-A3-117,2.818792030683411,NA
G5-A4-14,3.398561537323758,NA
G5-B1-127,2.6000833358923585,0.16654417676733907
G5-B2-186,6.207717028796924,NA
G5-B3-19,4.57758945020809,0.3214160412772741
G5-B4-67,6.71814262903697,0.859081908147288
G5-C1-49,3.044875494693575,0.196583233158475
G5-C3-56,5.982319394448076,0.6370188304089622
G5-C4-41,3.2086623441638245,0.2460771873539472
G5-D1-99,3.9545459657373008,NA
G5-D2-33,0.9014826268038163,NA
G5-D3-25,3.3905895142669946,NA
S1-A1-89,2.2411763834426277,NA
S1-A2-29,4.190003987070732,NA
S1-A4-116,3.9820608436934886,NA
S1-B1-9,0.62822197917051,0.0742637179548248
S1-B3-18,2.0699608094574824,0.24527187030754902
S1-C1-173,3.4420204613934775,0.3021375927131915
S1-C3-146,1.7047578902804263,0.08681744764028197
S1-D1-61,4.747510400518307,NA
S1-D2-96,4.756515065363023,NA
S1-D4-55,1.1070754243662602,NA
S2-A1-160,2.073636653891079,NA
S2-A2-44,2.485084230902947,NA
S2-A3-62,1.6550993698989964,NA
S2-B1-120,1.4465589726840988,0.17959419410126137
S2-B2-104,3.778001571341036,0.3748449503909172
S2-B4-178,2.9041223983170705,0.42332331443577165
S2-C1-158,2.4394174921378795,0.20678551328367759
S2-C2-150,6.537379091665239,0.4569128259201023
S2-C3-86,8.344528867720463,0.8711169889385133
S2-C4-97,8.093693179167287,1.1842201072925371
S2-D1-195,0.8121065222580088,NA
S2-D2-81,3.881418304311828,NA
S2-D3-174,1.0658898104636374,NA
S2-D4-102,2.5642804976966396,NA
S4-A1-198,1.904574939305497,NA
S4-A2-43,1.932166852909389,NA
S4-A3-182,1.8486744074925279,NA
S4-B1-122,1.5714759335386457,0.21659068093776696
S4-B2-149,1.55248791735705,0.16844085558625924
S4-B3-192,4.227502216363801,NA
S4-B4-147,0.5928969440449149,0.08026615759912839
S4-C1-156,2.658430583935739,0.32031175036686765
S4-C2-105,1.1821719989520187,0.1400452337666089
S4-C3-47,1.3657636852086708,0.11537064818693453
S4-C4-141,1.2544404246528558,0.199851995670996
S4-D1-142,5.730254577691715,NA
S4-D2-181,4.749903161452932,NA
S4-D3-143,1.0243227639065027,NA
S4-D4-132,7.472379706321722,NA
S5-A1-83,1.2646742177007562,NA
S5-A4-31,2.1302230153653645,NA
S5-B1-171,1.0805931881980229,0.1590039348801461
S5-B2-63,9.654076083933397,1.6007379292516888
S5-B4-133,1.875776977850337,0.15660577571446482
S5-C1-74,11.008103325828044,1.6775081295471672
S5-C2-169,21.733602321643385,0.8883304956774825
S5-D2-88,1.3836651043065296,NA
S5-D3-187,0.4711664843778829,NA
